nursery,station,year,month,mean_max_temp
greenstock,40958,2013,9,25.3
greenstock,40958,2013,10,26.8
greenstock,40958,2013,11,26.4
greenstock,40958,2013,12,27.7
greenstock,40958,2014,1,28.8
greenstock,40958,2014,2,28.7
greenstock,40958,2014,3,27.5
greenstock,40958,2014,4,26.7
greenstock,40958,2014,5,23.8
greenstock,40958,2014,6,22
greenstock,40958,2014,7,20.9
greenstock,40958,2014,8,21
greenstock,40958,2014,9,23.3
greenstock,40958,2014,10,25.8
greenstock,40958,2014,11,28
greenstock,40958,2014,12,28.8
greenstock,40958,2015,1,29.4
greenstock,40958,2015,2,28
greenstock,40958,2015,3,28.8
greenstock,40958,2015,4,25.4
greenstock,40958,2015,5,23.5
greenstock,40958,2015,6,20.9
greenstock,40958,2015,7,20
greenstock,40958,2015,8,22.1
greenstock,40958,2015,9,23.3
greenstock,40958,2015,10,25.3
greenstock,40958,2015,11,27.3
greenstock,40958,2015,12,27.3
greenstock,40958,2016,1,28.5
greenstock,40958,2016,2,29.7
greenstock,40958,2016,3,28.5
greenstock,40958,2016,4,27.1
greenstock,40958,2016,5,25.5
greenstock,40958,2016,6,21
greenstock,40958,2016,7,21.4
greenstock,40958,2016,8,21.9
greenstock,40958,2016,9,24.1
greenstock,40958,2016,10,25.8
ibrox,40211,2009,12,30.5
ibrox,40211,2010,1,31.3
ibrox,40211,2010,2,29.9
ibrox,40211,2010,3,27.9
ibrox,40211,2010,4,27.2
ibrox,40211,2010,5,23.5
ibrox,40211,2010,6,21.2
ibrox,40211,2010,7,21.4
ibrox,40211,2010,8,21.8
ibrox,40211,2010,9,24.6
ibrox,40211,2010,10,24.6
ibrox,40211,2010,11,26.4
ibrox,40211,2010,12,27.5
ibrox,40211,2011,1,29.3
ibrox,40211,2011,2,30.3
ibrox,40211,2011,3,28.7
ibrox,40211,2011,4,25.9
ibrox,40211,2011,5,22.8
ibrox,40211,2011,6,20.4
ibrox,40211,2011,7,21.1
ibrox,40211,2011,8,22.6
ibrox,40211,2011,9,25.3
ibrox,40211,2011,10,25.7
ibrox,40211,2011,11,29.6
ibrox,40211,2011,12,27.6
ibrox,40211,2012,1,29.1
ibrox,40211,2012,2,30.2
ibrox,40211,2012,3,28.4
ibrox,40211,2012,4,26.7
ibrox,40211,2012,5,24.2
ibrox,40211,2012,6,20.9
ibrox,40211,2012,7,21.3
ibrox,40211,2012,8,23.6
ibrox,40211,2012,9,26.3
ibrox,40211,2012,10,28.1
ibrox,40211,2012,11,29
ibrox,40211,2012,12,30.8
ibrox,40211,2013,1,31.4
ibrox,40211,2013,2,28.6
ibrox,40211,2013,3,28.6
ibrox,40211,2013,4,26.9
ibrox,40211,2013,5,23.4
ibrox,40211,2013,6,20.9
ibrox,40211,2013,7,21.8
ibrox,40211,2013,8,24.9
ibrox,40211,2013,9,27.9
ibrox,40211,2013,10,29.7
ibrox,40211,2013,11,29.4
ibrox,40211,2013,12,30.1
ibrox,40211,2014,1,31.6
ibrox,40211,2014,2,30.5
ibrox,40211,2014,3,29.8
ibrox,40211,2014,4,28.2
ibrox,40211,2014,5,25.1
ibrox,40211,2014,6,23.3
ibrox,40211,2014,7,22.3
ibrox,40211,2014,8,22.9
ibrox,40211,2014,9,25.7
ibrox,40211,2014,10,28.4
ibrox,40211,2014,11,30.7
ibrox,40211,2014,12,30.4
ibrox,40211,2015,1,30.9
ibrox,40211,2015,2,29.7
ibrox,40211,2015,3,30.6
ibrox,40211,2015,4,26.3
ibrox,40211,2015,5,24.4
ibrox,40211,2015,6,21.6
ibrox,40211,2015,7,21.1
ibrox,40211,2015,8,24.1
ibrox,40211,2015,9,25.3
ibrox,40211,2015,10,27.8
ibrox,40211,2015,11,29.9
ibrox,40211,2015,12,29.7
ibrox,40211,2016,1,30.7
ibrox,40211,2016,2,32.3
ibrox,40211,2016,3,30.2
ibrox,40211,2016,4,29.3
ibrox,40211,2016,5,27.2
ibrox,40211,2016,6,21.6
ibrox,40211,2016,7,22.5
ibrox,40211,2016,8,22.9
ibrox,40211,2016,9,25.3
ibrox,40211,2016,10,27.6
