"nursery","date","species","site","batch_id","batch_id2","volume","calliper300","rcd","height_m","sizeindex","logSI","logvol","logH","logD","logRCD"
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","001-A-063","001-A-063-angophora_costata",45,25.7,33.055,3.048,78.3336,1.89394808599886,1.65321251377534,0.484014962667563,1.40993312333129,1.51923716149698
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,8.11,13.28,1.054,8.54794,0.931861465087684,1.14612803567824,0.0228406108765278,0.909020854211156,1.123198075032
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,13.415,14.74,1.142,15.31993,1.18525678091779,1.14612803567824,0.0576661039098293,1.12759067700796,1.16849748352303
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,7.335,15.155,0.989,7.254315,0.860596409776481,1.14612803567824,-0.00480370840282055,0.865400118179302,1.18055594070364
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,10.285,14.675,1.244,12.79454,1.10702467638554,1.14612803567824,0.0948203803547999,1.01220429603074,1.16657810991965
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,10.985,15.475,1.006,11.05091,1.04339804197644,1.14612803567824,0.00259798071990859,1.04080006125653,1.18963065769216
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,9.53,14,1.296,12.35088,1.0916979021729,1.14612803567824,0.112605001534575,0.979092900638326,1.14612803567824
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,4.58,10.52,0.551,2.52358,0.402017076855654,1.14612803567824,-0.258848401148215,0.660865478003869,1.02201573981772
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,6.345,16.265,0.814,5.16483,0.713056031319925,1.14612803567824,-0.0893755951107987,0.802431626430724,1.21125406761787
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,6.78,10.795,1.106,7.49868,0.874984820835743,1.14612803567824,0.0437551269686794,0.831229693867063,1.03322264667025
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,10.655,19.27,1.414,15.06617,1.1780028635111,1.14612803567824,0.150449409460881,1.02755345405022,1.28488171465545
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,9.105,12.885,1.046,9.52383,0.978811634662194,1.14612803567824,0.0195316845312554,0.959279950130939,1.11008442288692
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,10.36,15.865,1.101,11.40636,1.05714707438097,1.14612803567824,0.0417873189717518,1.01535975540921,1.20044007643643
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,9.63,16.16,1.252,12.05676,1.08123061599895,1.14612803567824,0.0976043288744109,0.983626287124534,1.20844135643857
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,11.31,13.675,1.177,13.31187,1.12423906776889,1.14612803567824,0.0707764628434347,1.05346260492546,1.13592733500547
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,8.085,14.51,0.99,8.00415,0.90331521883997,1.14612803567824,-0.00436480540245009,0.90768002424242,1.16166741243774
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,12.355,17.11,1.268,15.66614,1.19496200328381,1.14612803567824,0.103119253545714,1.0918427497381,1.2332500095411
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,10.995,17.765,1.156,12.71022,1.10415306778132,1.14612803567824,0.0629578340845102,1.04119523369681,1.24956521182535
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,8.36,15.065,1.141,9.53876,0.979491921857231,1.14612803567824,0.0572856444182146,0.922206277439016,1.17796913600938
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,11.25,13.75,1.007,11.32875,1.054181993001,1.14612803567824,0.00302947055361806,1.05115252244738,1.13830269816628
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,8.015,12.865,1.015,8.135225,0.910369568939395,1.14612803567824,0.00646604224923168,0.903903526690164,1.10940979054637
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,14.465,24.325,1.214,17.56051,1.24453712472324,1.14612803567824,0.0842186867392388,1.160318437984,1.38605284894039
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,9.755,12.735,1.133,11.052415,1.04345718359393,1.14612803567824,0.0542299098633972,0.989227273730537,1.10499894929963
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,9.235,16.76,1.236,11.41446,1.05745537052906,1.14612803567824,0.092018470752797,0.96543689977626,1.22427401429426
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,11.275,16.875,1.209,13.631475,1.13454285141077,1.14612803567824,0.0824263008607719,1.05211655055,1.22724378150306
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,9.62,11.93,0.972,9.35064,0.970841336964088,1.14612803567824,-0.0123337350737254,0.983175072037813,1.07664044367034
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,12.795,16.48,1.363,17.439585,1.24153614605788,1.14612803567824,0.134495855834674,1.1070402902232,1.2169572073611
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,9.465,14.255,1.275,12.067875,1.08163080306979,1.14612803567824,0.105510184769974,0.976120618299816,1.15396722164548
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,11.005,14.655,1.248,13.73424,1.13780463223577,1.14612803567824,0.0962145853464052,1.04159004688937,1.16598582277445
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,12.67,16.49,1.374,17.40858,1.24076334760697,1.14612803567824,0.137986732723532,1.10277661488344,1.21722065564452
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,9.33,14.015,0.669,6.24177,0.795307761514323,1.14612803567824,-0.174573882232177,0.9698816437465,1.1465931020963
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,13.475,19.66,1.416,19.0806,1.28059202721253,1.14612803567824,0.15106325335375,1.12952877385878,1.29358351349612
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,13.91,19.345,1.159,16.12169,1.20741056595564,1.14612803567824,0.064083435963596,1.14332712999205,1.28656873405726
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,12.32,14.285,1.249,15.38768,1.18717314620254,1.14612803567824,0.0965624383741356,1.09061070782841,1.15488024471876
