"batch_id","species","volume","treenumb","canopy_top","canopy_bottom","crownlength","branchper30","maxbranchradius","nursery","climate_region"
"UPT_100","ulmus_parvifolia_todd",100,6,253.7,50,203.7,8,91,"freshford","South Australia"
"UPT_100","ulmus_parvifolia_todd",100,7,251,41,210,5,80,"freshford","South Australia"
"UPT_100","ulmus_parvifolia_todd",100,8,267.8,50,217.8,9,77,"freshford","South Australia"
"UPT_100","ulmus_parvifolia_todd",100,9,251.8,43,208.8,11,89,"freshford","South Australia"
"UPT_100","ulmus_parvifolia_todd",100,10,261,42,219,7,90,"freshford","South Australia"
"UPT_150","ulmus_parvifolia_todd",150,1,395.4,74,321.4,13,NA,"freshford","South Australia"
"UPT_150","ulmus_parvifolia_todd",150,2,336.5,85,251.5,4,NA,"freshford","South Australia"
"UPT_150","ulmus_parvifolia_todd",150,3,386,44,342,10,NA,"freshford","South Australia"
"UPT_150","ulmus_parvifolia_todd",150,4,336,52,284,9,NA,"freshford","South Australia"
"UPT_150","ulmus_parvifolia_todd",150,5,344.4,56,288.4,13,NA,"freshford","South Australia"
"UPT_150","ulmus_parvifolia_todd",150,6,322,63,259,9,NA,"freshford","South Australia"
"UPT_200","ulmus_parvifolia_todd",200,1,372,105,267,7,NA,"freshford","South Australia"
"UPT_200","ulmus_parvifolia_todd",200,2,320.5,107,213.5,8,NA,"freshford","South Australia"
"UPT_200","ulmus_parvifolia_todd",200,3,347,112,235,6,NA,"freshford","South Australia"
"UPT_200","ulmus_parvifolia_todd",200,4,331.6,112,219.6,6,NA,"freshford","South Australia"
"ZSG_40","zelkova_serrata_greenvase",40,2,231.2,86,145.2,2,51,"freshford","South Australia"
"ZSG_40","zelkova_serrata_greenvase",40,3,273.7,79,194.7,5,53,"freshford","South Australia"
"ZSG_40","zelkova_serrata_greenvase",40,5,255,112,143,3,55,"freshford","South Australia"
"ZSG_40","zelkova_serrata_greenvase",40,8,203.6,87,116.6,4,35,"freshford","South Australia"
"ZSG_40","zelkova_serrata_greenvase",40,10,210.9,91,119.9,6,33,"freshford","South Australia"
"ZSG_40","zelkova_serrata_greenvase",40,11,175.7,96,79.7,4,81,"freshford","South Australia"
"ZSG_40","zelkova_serrata_greenvase",40,12,192.6,100,92.6,2,48,"freshford","South Australia"
"ZSG_40","zelkova_serrata_greenvase",40,13,191,83,108,2,36,"freshford","South Australia"
"ZSG_40","zelkova_serrata_greenvase",40,14,208.3,55,153.3,3,80,"freshford","South Australia"
"ZSG_40","zelkova_serrata_greenvase",40,22,212.6,104,108.6,3,37,"freshford","South Australia"
"ZSG_100","zelkova_serrata_greenvase",100,1,320.4,107,213.4,2,102,"freshford","South Australia"
"ZSG_100","zelkova_serrata_greenvase",100,2,270,68,202,2,70,"freshford","South Australia"
"ZSG_100","zelkova_serrata_greenvase",100,3,321.4,112,209.4,3,53,"freshford","South Australia"
"ZSG_100","zelkova_serrata_greenvase",100,4,321.7,113,208.7,3,58,"freshford","South Australia"
"ZSG_100","zelkova_serrata_greenvase",100,5,290.4,116,174.4,3,103,"freshford","South Australia"
"ZSG_100","zelkova_serrata_greenvase",100,6,334.1,135,199.1,2,79,"freshford","South Australia"
"ZSG_100","zelkova_serrata_greenvase",100,7,293.4,94,199.4,4,92,"freshford","South Australia"
"ZSG_100","zelkova_serrata_greenvase",100,8,303.6,126,177.6,1,54,"freshford","South Australia"
"ZSG_100","zelkova_serrata_greenvase",100,9,294.3,121,173.3,5,120,"freshford","South Australia"
"ZSG_100","zelkova_serrata_greenvase",100,10,305.8,147,158.8,3,75,"freshford","South Australia"
"AP_27","acer_palmatum",27,1,212.7,14,198.7,9,60,"heynes","South Australia"
"AP_27","acer_palmatum",27,2,234.2,12,222.2,7,84,"heynes","South Australia"
"AP_27","acer_palmatum",27,3,221.4,15,206.4,6,33,"heynes","South Australia"
"AP_27","acer_palmatum",27,4,228.7,11,217.7,8,64,"heynes","South Australia"
"AP_27","acer_palmatum",27,5,209.9,9,200.9,4,97,"heynes","South Australia"
"AP_27","acer_palmatum",27,6,203.7,24,179.7,6,87,"heynes","South Australia"
"AP_27","acer_palmatum",27,7,201.6,10,191.6,5,44,"heynes","South Australia"
"AP_27","acer_palmatum",27,8,180.5,14,166.5,6,105,"heynes","South Australia"
"AP_27","acer_palmatum",27,9,255.7,11,244.7,3,76,"heynes","South Australia"
"AP_27","acer_palmatum",27,10,241.4,21,220.4,8,47,"heynes","South Australia"
"ARA_45","acer_freemanii_autumnblaze",45,1,283.8,93,190.8,3,59,"heynes","South Australia"
"ARA_45","acer_freemanii_autumnblaze",45,2,269.7,72,197.7,7,62,"heynes","South Australia"
"ARA_45","acer_freemanii_autumnblaze",45,3,274.8,47,227.8,4,80,"heynes","South Australia"
"ARA_45","acer_freemanii_autumnblaze",45,4,247.5,40,207.5,4,87,"heynes","South Australia"
"ARA_45","acer_freemanii_autumnblaze",45,5,257.3,49,208.3,5,86,"heynes","South Australia"
"ARA_45","acer_freemanii_autumnblaze",45,6,275.6,74,201.6,6,97,"heynes","South Australia"
"ARA_45","acer_freemanii_autumnblaze",45,7,312.8,97,215.8,5,70,"heynes","South Australia"
"ARA_45","acer_freemanii_autumnblaze",45,8,280,73,207,4,53,"heynes","South Australia"
"ARA_45","acer_freemanii_autumnblaze",45,9,300.4,64,236.4,6,75,"heynes","South Australia"
"ARA_45","acer_freemanii_autumnblaze",45,10,286.7,59,227.7,7,73,"heynes","South Australia"
"CBF_27","carpinus_betulus_fastigiata",27,1,208,34,174,6,23,"heynes","South Australia"
"CBF_27","carpinus_betulus_fastigiata",27,2,141.6,46,95.6,8,30,"heynes","South Australia"
"CBF_27","carpinus_betulus_fastigiata",27,3,158,15,143,5,24,"heynes","South Australia"
"CBF_27","carpinus_betulus_fastigiata",27,4,171.6,19,152.6,8,36,"heynes","South Australia"
"CBF_27","carpinus_betulus_fastigiata",27,5,170.8,20,150.8,6,40,"heynes","South Australia"
"CBF_27","carpinus_betulus_fastigiata",27,6,137.5,16,121.5,8,37,"heynes","South Australia"
"CBF_27","carpinus_betulus_fastigiata",27,7,141.5,18,123.5,5,29,"heynes","South Australia"
"CBF_27","carpinus_betulus_fastigiata",27,8,155.7,25,130.7,8,31,"heynes","South Australia"
"CBF_27","carpinus_betulus_fastigiata",27,9,185.1,21,164.1,8,34,"heynes","South Australia"
"CBF_27","carpinus_betulus_fastigiata",27,10,148.5,22,126.5,7,34,"heynes","South Australia"
"CC_45","cercis_canadensis",45,1,288.3,90,198.3,3,83,"heynes","South Australia"
"CC_45","cercis_canadensis",45,2,239.2,62,177.2,2,96,"heynes","South Australia"
"CC_45","cercis_canadensis",45,4,250.6,51,199.6,2,110,"heynes","South Australia"
"CC_45","cercis_canadensis",45,5,207.4,54,153.4,4,90,"heynes","South Australia"
"CC_45","cercis_canadensis",45,6,290,63,227,2,67,"heynes","South Australia"
"CC_45","cercis_canadensis",45,7,220.4,99,121.4,2,96,"heynes","South Australia"
"CC_45","cercis_canadensis",45,8,244,71,173,2,58,"heynes","South Australia"
"CC_45","cercis_canadensis",45,9,261.1,62,199.1,2,90,"heynes","South Australia"
"CC_45","cercis_canadensis",45,10,254.3,102,152.3,3,93,"heynes","South Australia"
"CA_27","cupaniopsis_anacardioides",27,1,167.5,12,155.5,8,32,"heynes","South Australia"
"CA_27","cupaniopsis_anacardioides",27,2,188.5,9,179.5,8,23,"heynes","South Australia"
"CA_27","cupaniopsis_anacardioides",27,3,190,38,152,5,39,"heynes","South Australia"
"CA_27","cupaniopsis_anacardioides",27,4,169.7,14,155.7,7,24,"heynes","South Australia"
"CA_27","cupaniopsis_anacardioides",27,5,168.5,26,142.5,12,26,"heynes","South Australia"
"CA_27","cupaniopsis_anacardioides",27,6,206.6,26,180.6,8,33,"heynes","South Australia"
"CA_27","cupaniopsis_anacardioides",27,7,172.1,24,148.1,9,24,"heynes","South Australia"
"CA_27","cupaniopsis_anacardioides",27,8,168.6,21,147.6,9,22,"heynes","South Australia"
"CA_27","cupaniopsis_anacardioides",27,9,191.7,29,162.7,7,23,"heynes","South Australia"
"CA_27","cupaniopsis_anacardioides",27,10,143,18,125,7,21,"heynes","South Australia"
"ELM_27","eucalyptus_leucoxylon_megalocarpa",27,1,140.2,43,97.2,9,77,"heynes","South Australia"
"ELM_27","eucalyptus_leucoxylon_megalocarpa",27,2,194.6,32,162.6,7,78,"heynes","South Australia"
"ELM_27","eucalyptus_leucoxylon_megalocarpa",27,3,197.6,46,151.6,8,73,"heynes","South Australia"
"ELM_27","eucalyptus_leucoxylon_megalocarpa",27,4,217,44,173,5,80,"heynes","South Australia"
"ELM_27","eucalyptus_leucoxylon_megalocarpa",27,5,163.2,35,128.2,9,63,"heynes","South Australia"
"ELM_27","eucalyptus_leucoxylon_megalocarpa",27,6,185.6,23,162.6,7,67,"heynes","South Australia"
"ELM_27","eucalyptus_leucoxylon_megalocarpa",27,7,189.9,58,131.9,10,64,"heynes","South Australia"
"ELM_27","eucalyptus_leucoxylon_megalocarpa",27,8,195.3,37,158.3,6,53,"heynes","South Australia"
"ELM_27","eucalyptus_leucoxylon_megalocarpa",27,9,224.6,32,192.6,2,65,"heynes","South Australia"
"ELM_27","eucalyptus_leucoxylon_megalocarpa",27,10,228.9,22,206.9,6,59,"heynes","South Australia"
"ELR_27","eucalyptus_leucoxylon_rosea",27,1,194.7,21,173.7,7,77,"heynes","South Australia"
"ELR_27","eucalyptus_leucoxylon_rosea",27,2,186.2,38,148.2,7,58,"heynes","South Australia"
"ELR_27","eucalyptus_leucoxylon_rosea",27,3,201.9,20,181.9,6,62,"heynes","South Australia"
"ELR_27","eucalyptus_leucoxylon_rosea",27,4,209.3,38,171.3,7,74,"heynes","South Australia"
"ELR_27","eucalyptus_leucoxylon_rosea",27,5,190.5,34,156.5,6,64,"heynes","South Australia"
"ELR_27","eucalyptus_leucoxylon_rosea",27,6,198.2,23,175.2,6,81,"heynes","South Australia"
"ELR_27","eucalyptus_leucoxylon_rosea",27,7,182.5,24,158.5,10,63,"heynes","South Australia"
"ELR_27","eucalyptus_leucoxylon_rosea",27,8,149.5,27,122.5,6,79,"heynes","South Australia"
"ELR_27","eucalyptus_leucoxylon_rosea",27,9,187.8,27,160.8,8,70,"heynes","South Australia"
"ELR_27","eucalyptus_leucoxylon_rosea",27,10,217.5,28,189.5,10,63,"heynes","South Australia"
"ES_27","eucalyptus_scoparia",27,1,280.7,14,266.7,13,87,"heynes","South Australia"
"ES_27","eucalyptus_scoparia",27,2,291.3,13,278.3,12,64,"heynes","South Australia"
"ES_27","eucalyptus_scoparia",27,3,235.2,10,225.2,10,60,"heynes","South Australia"
"ES_27","eucalyptus_scoparia",27,4,221.1,3,218.1,2,80,"heynes","South Australia"
"ES_27","eucalyptus_scoparia",27,5,271,15,256,10,57,"heynes","South Australia"
"ES_27","eucalyptus_scoparia",27,6,272.9,14,258.9,7,63,"heynes","South Australia"
"ES_27","eucalyptus_scoparia",27,7,174.3,19,155.3,12,50,"heynes","South Australia"
"ES_27","eucalyptus_scoparia",27,8,262,15,247,9,66,"heynes","South Australia"
"ES_27","eucalyptus_scoparia",27,9,275.8,17,258.8,12,46,"heynes","South Australia"
"ES_27","eucalyptus_scoparia",27,10,253,15,238,12,61,"heynes","South Australia"
"GP_27","geijera_parviflora",27,1,146.8,41,105.8,12,58,"heynes","South Australia"
"GP_27","geijera_parviflora",27,2,140.4,26,114.4,6,52,"heynes","South Australia"
"GP_27","geijera_parviflora",27,3,145.2,10,135.2,19,58,"heynes","South Australia"
"GP_27","geijera_parviflora",27,4,136,33,103,17,56,"heynes","South Australia"
"GP_27","geijera_parviflora",27,5,141.4,51,90.4,14,49,"heynes","South Australia"
"GP_27","geijera_parviflora",27,6,138.1,20,118.1,10,83,"heynes","South Australia"
"GP_27","geijera_parviflora",27,7,118.2,35,83.2,15,36,"heynes","South Australia"
"GP_27","geijera_parviflora",27,8,143.7,40,103.7,8,56,"heynes","South Australia"
"GP_27","geijera_parviflora",27,9,110.2,31,79.2,13,48,"heynes","South Australia"
"GP_27","geijera_parviflora",27,10,110.6,4,106.6,7,44,"heynes","South Australia"
"GB_27","ginkgo_biloba",27,1,161.2,16,145.2,3,41,"heynes","South Australia"
"GB_27","ginkgo_biloba",27,2,184.4,25,159.4,6,72,"heynes","South Australia"
"GB_27","ginkgo_biloba",27,3,164.8,46,118.8,8,67,"heynes","South Australia"
"GB_27","ginkgo_biloba",27,4,154.8,41,113.8,7,79,"heynes","South Australia"
"GB_27","ginkgo_biloba",27,5,137.7,39,98.7,5,48,"heynes","South Australia"
"GB_27","ginkgo_biloba",27,6,176,24,152,6,65,"heynes","South Australia"
"GB_27","ginkgo_biloba",27,7,170.1,17,153.1,5,70,"heynes","South Australia"
"GB_27","ginkgo_biloba",27,8,175,22,153,3,78,"heynes","South Australia"
"GB_27","ginkgo_biloba",27,9,122.9,20,102.9,5,42,"heynes","South Australia"
"GB_27","ginkgo_biloba",27,10,140,23,117,5,48,"heynes","South Australia"
"GTS_27","gleditsia_triacanthos_sunburst",27,1,208.9,83,125.9,3,68,"heynes","South Australia"
"GTS_27","gleditsia_triacanthos_sunburst",27,2,195.7,64,131.7,1,76,"heynes","South Australia"
"GTS_27","gleditsia_triacanthos_sunburst",27,3,210.4,49,161.4,1,49,"heynes","South Australia"
"GTS_27","gleditsia_triacanthos_sunburst",27,4,203.1,77,126.1,1,64,"heynes","South Australia"
"GTS_27","gleditsia_triacanthos_sunburst",27,5,204.3,29,175.3,1,72,"heynes","South Australia"
"GTS_27","gleditsia_triacanthos_sunburst",27,6,213.2,34,179.2,3,59,"heynes","South Australia"
"GTS_27","gleditsia_triacanthos_sunburst",27,7,214.7,119,95.7,3,114,"heynes","South Australia"
"GTS_27","gleditsia_triacanthos_sunburst",27,8,237,50,187,1,60,"heynes","South Australia"
"GTS_27","gleditsia_triacanthos_sunburst",27,9,145.2,57,88.2,1,102,"heynes","South Australia"
"GTS_27","gleditsia_triacanthos_sunburst",27,10,171,43,128,3,73,"heynes","South Australia"
"LS_27","liquidambar_styraciflua",27,1,183.2,23,160.2,4,28,"heynes","South Australia"
"LS_27","liquidambar_styraciflua",27,2,223,33,190,6,38,"heynes","South Australia"
"LS_27","liquidambar_styraciflua",27,3,181.7,23,158.7,5,39,"heynes","South Australia"
"LS_27","liquidambar_styraciflua",27,4,199.7,8,191.7,9,43,"heynes","South Australia"
"LS_27","liquidambar_styraciflua",27,5,229,46,183,4,33,"heynes","South Australia"
"LS_27","liquidambar_styraciflua",27,6,193.9,38,155.9,5,32,"heynes","South Australia"
"LS_27","liquidambar_styraciflua",27,7,172.9,58,114.9,6,28,"heynes","South Australia"
"LS_27","liquidambar_styraciflua",27,8,204.1,65,139.1,5,35,"heynes","South Australia"
"LS_27","liquidambar_styraciflua",27,9,196.3,33,163.3,6,36,"heynes","South Australia"
"LS_27","liquidambar_styraciflua",27,10,174.7,20,154.7,3,35,"heynes","South Australia"
"QP_27","quercus_palustris",27,1,199.6,55,144.6,3,14,"heynes","South Australia"
"QP_27","quercus_palustris",27,2,175.4,67,108.4,4,12,"heynes","South Australia"
"QP_27","quercus_palustris",27,3,216.8,32,184.8,3,12,"heynes","South Australia"
"QP_27","quercus_palustris",27,4,192.4,43,149.4,3,17,"heynes","South Australia"
"QP_27","quercus_palustris",27,5,219.7,41,178.7,4,13,"heynes","South Australia"
"QP_27","quercus_palustris",27,6,191.9,53,138.9,3,16,"heynes","South Australia"
"QP_27","quercus_palustris",27,7,166.3,58,108.3,3,10,"heynes","South Australia"
"QP_27","quercus_palustris",27,8,222.3,52,170.3,3,9,"heynes","South Australia"
"QP_27","quercus_palustris",27,9,247.3,49,198.3,2,13,"heynes","South Australia"
"QP_27","quercus_palustris",27,10,216.5,50,166.5,6,19,"heynes","South Australia"
"QP_45","quercus_palustris",45,1,307.7,81,226.7,3,51,"heynes","South Australia"
"QP_45","quercus_palustris",45,2,235.5,35,200.5,3,8,"heynes","South Australia"
"QP_45","quercus_palustris",45,3,253.4,45,208.4,3,17,"heynes","South Australia"
"QP_45","quercus_palustris",45,4,262,62,200,3,28,"heynes","South Australia"
"QP_45","quercus_palustris",45,5,312.5,64,248.5,2,30,"heynes","South Australia"
"QP_45","quercus_palustris",45,6,280,27,253,2,17,"heynes","South Australia"
"QP_45","quercus_palustris",45,7,277.8,48,229.8,3,33,"heynes","South Australia"
"001-A-045","araucaria_heterophylla",200,1,446.2,16,430.2,4,168,"mangrove mountain","New South Wales"
"001-A-045","araucaria_heterophylla",200,2,430,18,412,5,119,"mangrove mountain","New South Wales"
"001-A-045","araucaria_heterophylla",200,3,440.6,49,391.6,4,119,"mangrove mountain","New South Wales"
"001-A-045","araucaria_heterophylla",200,4,451.6,39,412.6,3,153,"mangrove mountain","New South Wales"
"001-A-045","araucaria_heterophylla",200,5,279.1,32,247.1,5,1008,"mangrove mountain","New South Wales"
"001-A-045","araucaria_heterophylla",200,6,395.9,62,333.9,11,139,"mangrove mountain","New South Wales"
"001-A-045","araucaria_heterophylla",200,7,437,34,403,3,153,"mangrove mountain","New South Wales"
"001-A-045","araucaria_heterophylla",200,8,436.9,63,373.9,9,125,"mangrove mountain","New South Wales"
"001-A-045","araucaria_heterophylla",200,9,429.5,25,404.5,5,160,"mangrove mountain","New South Wales"
"001-A-045","araucaria_heterophylla",200,10,444.4,76,368.4,9,122,"mangrove mountain","New South Wales"
"002-A-052","elaeocarpus_reticulatus_primadonna",400,1,381.4,57,324.4,6,90,"mangrove mountain","New South Wales"
"002-A-052","elaeocarpus_reticulatus_primadonna",400,2,492,55,437,8,89,"mangrove mountain","New South Wales"
"002-A-052","elaeocarpus_reticulatus_primadonna",400,3,420.7,4,416.7,1,105,"mangrove mountain","New South Wales"
"002-A-052","elaeocarpus_reticulatus_primadonna",400,4,442.2,55,387.2,8,104,"mangrove mountain","New South Wales"
"002-A-021","elaeocarpus_reticulatus_primadonna",75,1,239.6,3,236.6,6,74,"mangrove mountain","New South Wales"
"002-A-021","elaeocarpus_reticulatus_primadonna",75,2,280.9,13,267.9,10,59,"mangrove mountain","New South Wales"
"002-A-021","elaeocarpus_reticulatus_primadonna",75,3,221.1,25,196.1,7,65,"mangrove mountain","New South Wales"
"002-A-021","elaeocarpus_reticulatus_primadonna",75,4,249.7,23,226.7,13,44,"mangrove mountain","New South Wales"
"002-A-021","elaeocarpus_reticulatus_primadonna",75,5,304.9,28,276.9,12,53,"mangrove mountain","New South Wales"
"002-A-021","elaeocarpus_reticulatus_primadonna",75,6,322.7,23,299.7,11,62,"mangrove mountain","New South Wales"
"002-A-021","elaeocarpus_reticulatus_primadonna",75,7,330.6,38,292.6,8,49,"mangrove mountain","New South Wales"
"002-A-021","elaeocarpus_reticulatus_primadonna",75,8,337.7,20,317.7,11,57,"mangrove mountain","New South Wales"
"002-A-021","elaeocarpus_reticulatus_primadonna",75,9,325.6,21,304.6,8,66,"mangrove mountain","New South Wales"
"002-A-021","elaeocarpus_reticulatus_primadonna",75,10,328.4,25,303.4,9,49,"mangrove mountain","New South Wales"
"005-A-015","elaeocarpus_reticulatus_primadonna",100,1,292.1,12,280.1,12,58,"mangrove mountain","New South Wales"
"005-A-015","elaeocarpus_reticulatus_primadonna",100,2,300.6,21,279.6,12,57,"mangrove mountain","New South Wales"
"005-A-015","elaeocarpus_reticulatus_primadonna",100,3,300,10,290,8,58,"mangrove mountain","New South Wales"
"005-A-015","elaeocarpus_reticulatus_primadonna",100,4,282.1,9,273.1,3,67,"mangrove mountain","New South Wales"
"005-A-015","elaeocarpus_reticulatus_primadonna",100,5,275.1,34,241.1,14,86,"mangrove mountain","New South Wales"
"005-A-015","elaeocarpus_reticulatus_primadonna",100,6,299.5,45,254.5,13,74,"mangrove mountain","New South Wales"
"005-A-015","elaeocarpus_reticulatus_primadonna",100,7,300.9,25,275.9,9,52,"mangrove mountain","New South Wales"
"005-A-015","elaeocarpus_reticulatus_primadonna",100,8,291.5,6,285.5,10,63,"mangrove mountain","New South Wales"
"005-A-015","elaeocarpus_reticulatus_primadonna",100,9,284,15,269,11,62,"mangrove mountain","New South Wales"
"005-A-015","elaeocarpus_reticulatus_primadonna",100,10,293.4,16,277.4,10,53,"mangrove mountain","New South Wales"
"001-A-036","ficus_microcarpa_hilliiflash",200,1,304.9,41,263.9,12,93,"mangrove mountain","New South Wales"
"001-A-036","ficus_microcarpa_hilliiflash",200,2,341.3,45,296.3,11,82,"mangrove mountain","New South Wales"
"001-A-036","ficus_microcarpa_hilliiflash",200,3,308.8,43,265.8,12,88,"mangrove mountain","New South Wales"
"001-A-036","ficus_microcarpa_hilliiflash",200,4,320,38,282,9,109,"mangrove mountain","New South Wales"
"001-A-036","ficus_microcarpa_hilliiflash",200,5,358.1,60,298.1,14,82,"mangrove mountain","New South Wales"
"001-A-036","ficus_microcarpa_hilliiflash",200,6,347.1,62,285.1,12,125,"mangrove mountain","New South Wales"
"001-A-036","ficus_microcarpa_hilliiflash",200,7,316.3,57,259.3,6,93,"mangrove mountain","New South Wales"
"001-A-036","ficus_microcarpa_hilliiflash",200,8,311.4,41,270.4,8,105,"mangrove mountain","New South Wales"
"001-A-036","ficus_microcarpa_hilliiflash",200,9,329.4,27,302.4,6,99,"mangrove mountain","New South Wales"
"001-A-036","ficus_microcarpa_hilliiflash",200,10,343,46,297,10,120,"mangrove mountain","New South Wales"
"001-A-020","ficus_microcarpa_hilliiflash",100,1,249,15,234,11,62,"mangrove mountain","New South Wales"
"001-A-020","ficus_microcarpa_hilliiflash",100,2,233,19,214,15,60,"mangrove mountain","New South Wales"
"001-A-020","ficus_microcarpa_hilliiflash",100,3,246,18,228,12,88,"mangrove mountain","New South Wales"
"001-A-020","ficus_microcarpa_hilliiflash",100,4,239.5,15,224.5,13,79,"mangrove mountain","New South Wales"
"001-A-020","ficus_microcarpa_hilliiflash",100,5,258,14,244,13,77,"mangrove mountain","New South Wales"
"001-A-020","ficus_microcarpa_hilliiflash",100,6,237.7,16,221.7,15,59,"mangrove mountain","New South Wales"
"001-A-020","ficus_microcarpa_hilliiflash",100,7,237,13,224,12,93,"mangrove mountain","New South Wales"
"001-A-020","ficus_microcarpa_hilliiflash",100,8,248.6,10,238.6,16,81,"mangrove mountain","New South Wales"
"001-A-020","ficus_microcarpa_hilliiflash",100,9,253.6,11,242.6,14,92,"mangrove mountain","New South Wales"
"001-A-020","ficus_microcarpa_hilliiflash",100,10,211.5,2,209.5,18,70,"mangrove mountain","New South Wales"
"001-A-053","ficus_rubiginosa",1500,1,496.6,145,351.6,4,230,"mangrove mountain","New South Wales"
"001-A-053","ficus_rubiginosa",1500,2,499.9,57,442.9,8,265,"mangrove mountain","New South Wales"
"001-A-053","ficus_rubiginosa",1500,3,550,130,420,4,270,"mangrove mountain","New South Wales"
"001-A-053","ficus_rubiginosa",1500,4,399.5,75,324.5,5,220,"mangrove mountain","New South Wales"
"001-A-053","ficus_rubiginosa",1500,5,472,70,402,1,275,"mangrove mountain","New South Wales"
"001-A-053","ficus_rubiginosa",2000,1,534.6,75,459.6,2,320,"mangrove mountain","New South Wales"
"001-A-053","ficus_rubiginosa",2000,2,466.4,117,349.4,3,305,"mangrove mountain","New South Wales"
"001-A-053","ficus_rubiginosa",2000,3,534.7,110,424.7,2,320,"mangrove mountain","New South Wales"
"001-A-053","ficus_rubiginosa",2000,4,503.4,140,363.4,5,300,"mangrove mountain","New South Wales"
"003-A-035","ficus_rubiginosa",2000,1,487.9,174,313.9,4,270,"mangrove mountain","New South Wales"
"003-A-035","ficus_rubiginosa",2000,2,423.5,75,348.5,3,290,"mangrove mountain","New South Wales"
"001-A-015","ficus_rubiginosa",750,1,560,152,408,3,210,"mangrove mountain","New South Wales"
"001-A-015","ficus_rubiginosa",750,2,365,99,266,7,230,"mangrove mountain","New South Wales"
"001-A-015","ficus_rubiginosa",750,3,313,111,202,10,180,"mangrove mountain","New South Wales"
"001-A-015","ficus_rubiginosa",750,4,401,125,276,7,190,"mangrove mountain","New South Wales"
"001-A-015","ficus_rubiginosa",750,5,353.6,100,253.6,9,225,"mangrove mountain","New South Wales"
"001-A-015","ficus_rubiginosa",750,6,349.5,116,233.5,11,210,"mangrove mountain","New South Wales"
"001-A-015","ficus_rubiginosa",750,7,462,148,314,5,175,"mangrove mountain","New South Wales"
"001-A-015","ficus_rubiginosa",750,8,470,136,334,5,165,"mangrove mountain","New South Wales"
"001-A-015","ficus_rubiginosa",750,9,458,132,326,3,225,"mangrove mountain","New South Wales"
"001-A-015","ficus_rubiginosa",750,10,456,145,311,3,210,"mangrove mountain","New South Wales"
"001-A-039","jacaranda_mimosifolia",400,1,403.7,153,250.7,5,255,"mangrove mountain","New South Wales"
"001-A-039","jacaranda_mimosifolia",400,2,199.9,140,59.9,3,164,"mangrove mountain","New South Wales"
"001-A-039","jacaranda_mimosifolia",400,3,537.6,192,345.6,5,97,"mangrove mountain","New South Wales"
"001-A-039","jacaranda_mimosifolia",400,4,427,171,256,5,175,"mangrove mountain","New South Wales"
"001-A-039","jacaranda_mimosifolia",400,5,437.7,133,304.7,1,178,"mangrove mountain","New South Wales"
"001-A-039","jacaranda_mimosifolia",400,6,465.9,200,265.9,6,190,"mangrove mountain","New South Wales"
"001-A-039","jacaranda_mimosifolia",400,7,479.4,192,287.4,2,176,"mangrove mountain","New South Wales"
"001-A-039","jacaranda_mimosifolia",400,8,503.9,149,354.9,3,210,"mangrove mountain","New South Wales"
"001-A-039","jacaranda_mimosifolia",400,9,432.5,180,252.5,2,215,"mangrove mountain","New South Wales"
"001-A-076","lophostemon_confertus",75,1,351,65,286,11,71,"mangrove mountain","New South Wales"
"001-A-076","lophostemon_confertus",75,2,424,61,363,10,85,"mangrove mountain","New South Wales"
"001-A-076","lophostemon_confertus",75,3,404.4,37,367.4,11,86,"mangrove mountain","New South Wales"
"001-A-076","lophostemon_confertus",75,4,355.5,44,311.5,10,92,"mangrove mountain","New South Wales"
"001-A-076","lophostemon_confertus",75,5,355.2,46,309.2,11,70,"mangrove mountain","New South Wales"
"001-A-076","lophostemon_confertus",75,6,442.2,54,388.2,9,87,"mangrove mountain","New South Wales"
"001-A-076","lophostemon_confertus",75,7,354.3,51,303.3,9,84,"mangrove mountain","New South Wales"
"001-A-076","lophostemon_confertus",75,8,350.9,41,309.9,9,64,"mangrove mountain","New South Wales"
"001-A-076","lophostemon_confertus",75,9,359.4,119,240.4,7,76,"mangrove mountain","New South Wales"
"001-A-076","lophostemon_confertus",75,10,373,16,357,8,97,"mangrove mountain","New South Wales"
"005-A-042","lophostemon_confertus",200,1,481.3,64,417.3,11,120,"mangrove mountain","New South Wales"
"005-A-042","lophostemon_confertus",200,2,405.3,96,309.3,6,95,"mangrove mountain","New South Wales"
"005-A-042","lophostemon_confertus",200,3,422.6,95,327.6,10,93,"mangrove mountain","New South Wales"
"005-A-042","lophostemon_confertus",200,4,383.1,47,336.1,8,113,"mangrove mountain","New South Wales"
"005-A-042","lophostemon_confertus",200,5,383.5,41,342.5,9,102,"mangrove mountain","New South Wales"
"005-A-042","lophostemon_confertus",200,6,466.7,35,431.7,10,96,"mangrove mountain","New South Wales"
"005-A-042","lophostemon_confertus",200,7,334.8,44,290.8,8,114,"mangrove mountain","New South Wales"
"005-A-042","lophostemon_confertus",200,8,402.4,48,354.4,8,101,"mangrove mountain","New South Wales"
"005-A-042","lophostemon_confertus",200,9,254,31,223,7,77,"mangrove mountain","New South Wales"
"005-A-042","lophostemon_confertus",200,10,405.5,85,320.5,3,94,"mangrove mountain","New South Wales"
"001-A-051","magnolia_grandiflora_littlegem",200,1,269.3,29,240.3,6,80,"mangrove mountain","New South Wales"
"001-A-051","magnolia_grandiflora_littlegem",200,2,269.2,49,220.2,6,72,"mangrove mountain","New South Wales"
